10, 3.2901763916015625e-05
20, 3.790855407714844e-05
30, 3.361701965332031e-05
40, 4.458427429199219e-05
50, 5.245208740234375e-05
60, 8.130073547363281e-05
70, 5.817413330078125e-05
80, 6.580352783203125e-05
90, 6.890296936035156e-05
100, 6.4849853515625e-05
110, 6.842613220214844e-05
120, 6.747245788574219e-05
130, 7.319450378417969e-05
140, 9.107589721679688e-05
150, 9.894371032714844e-05
160, 9.512901306152344e-05
170, 0.00012683868408203125
180, 0.0001289844512939453
190, 0.00014138221740722656
200, 0.00014448165893554688
210, 0.00010943412780761719
220, 0.00011897087097167969
230, 0.00011205673217773438
240, 0.00011920928955078125
250, 0.000118255615234375
260, 0.00014019012451171875
270, 0.0001342296600341797
280, 0.0001614093780517578
290, 0.00014138221740722656
300, 0.00014543533325195312
310, 0.0001506805419921875
320, 0.0001552104949951172
330, 0.00016546249389648438
340, 0.00028014183044433594
350, 0.00017023086547851562
360, 0.0001747608184814453
370, 0.0001785755157470703
380, 0.00018405914306640625
390, 0.00022983551025390625
400, 0.00021696090698242188
410, 0.0002048015594482422
420, 0.00020766258239746094
430, 0.0002968311309814453
440, 0.0003101825714111328
450, 0.0002532005310058594
460, 0.00033092498779296875
470, 0.00027823448181152344
480, 0.00028252601623535156
490, 0.0003178119659423828
500, 0.0002434253692626953
510, 0.0002582073211669922
520, 0.0002636909484863281
530, 0.00025725364685058594
540, 0.0002720355987548828
550, 0.000274658203125
560, 0.0002815723419189453
570, 0.00034117698669433594
580, 0.0002872943878173828
590, 0.0002856254577636719
600, 0.0002961158752441406
610, 0.0003483295440673828
620, 0.0003147125244140625
630, 0.0003101825714111328
640, 0.00031447410583496094
650, 0.00031065940856933594
660, 0.0003173351287841797
670, 0.0005125999450683594
680, 0.0003440380096435547
690, 0.00038433074951171875
700, 0.0003399848937988281
710, 0.00035071372985839844
720, 0.0003581047058105469
730, 0.0003638267517089844
740, 0.00035643577575683594
750, 0.00037479400634765625
760, 0.0005459785461425781
770, 0.00044918060302734375
780, 0.0003814697265625
790, 0.0004265308380126953
800, 0.0003809928894042969
810, 0.00039076805114746094
820, 0.0005011558532714844
830, 0.0005388259887695312
840, 0.00041937828063964844
850, 0.0004127025604248047
860, 0.0004229545593261719
870, 0.00047779083251953125
880, 0.00044417381286621094
890, 0.00045013427734375
900, 0.0005090236663818359
910, 0.0005319118499755859
920, 0.0004754066467285156
930, 0.0004596710205078125
940, 0.00048542022705078125
950, 0.00045990943908691406
960, 0.00048732757568359375
970, 0.0004680156707763672
980, 0.0004875659942626953
990, 0.0005028247833251953
1000, 0.0006659030914306641
